************************************************************************************************************************
Sample 1321 - Plan 1: Query: who won the title after grizzly boone first won it?
Sample 1321 - Plan 1: Groundtruth: ['Invader I']
Sample 1321 - Plan 1: X-Original table pd: 
             wrestler_  reigns_               date_                 place_  \
0            ron starr      1.0  september 19, 1986     ponce, puerto rico   
1            invader i      1.0    november 5, 1986  san juan, puerto rico   
2   jason the terrible      1.0    january 17, 1987    caguas, puerto rico   
3            invader i      2.0  september 18, 1987  san juan, puerto rico   
4        grizzly boone      1.0    october 24, 1987   bayamon, puerto rico   
..                 ...      ...                 ...                    ...   
61                b.j.      1.0     january 6, 2008  choliseo, puerto rico   
62             hammett      1.0       march 1, 2008  tao baja, puerto rico   
63                b.j.      2.0      march 15, 2008     lares, puerto rico   
64          chris joel      1.0        may 10, 2008   bayamon, puerto rico   
65              vacant      NaN                                              

                                               notes_  
0            defeated invader i in a tournament final  
1                                                      
2                                                      
3                                                      
4                                                      
..                                                ...  
61  wins the title after winning an 11 man battle ...  
62                                                     
63                                                     
64                                                     
65                            chris joel jumps to iwa  

[66 rows x 5 columns]
Sample 1321 - Plan 1: Caption: none
Sample 1321 - Plan 1: Original table: [['wrestler_', 'reigns_', 'date_', 'place_', 'notes_'], ['ron starr', '1', 'september 19, 1986', 'ponce, puerto rico', 'defeated invader i in a tournament final'], ['invader i', '1', 'november 5, 1986', 'san juan, puerto rico', ''], ['jason the terrible', '1', 'january 17, 1987', 'caguas, puerto rico', ''], ['invader i', '2', 'september 18, 1987', 'san juan, puerto rico', ''], ['grizzly boone', '1', 'october 24, 1987', 'bayamon, puerto rico', ''], ['invader i', '3', 'november 25, 1987', 'san juan, puerto rico', 'held up after a match against super black ninja on january 8, 1988 in san juan, pr'], ['super black ninja', '1', 'february 6, 1988', 'guaynabo, puerto rico', ''], ['invader i', '4', 'april 2, 1988', 'bayamon, puerto rico', ''], ['ron starr', '2', 'june 25, 1988', 'carolina, puerto rico', ''], ['carlos colon', '1', 'august 20, 1988', 'bayamon, puerto rico', ''], ['jason the terrible', '2', 'january 28, 1989', 'carolina, puerto rico', ''], ['carlos colon', '2', 'march 1, 1989', 'carolina, puerto rico', 'vacant on may 22, 1989 after colon was injured by steve strong on may 20, 1989'], ['tnt', '1', 'june 17, 1989', 'san juan, puerto rico', 'defeats abudda dein; vacant on february 9, 1990 when tnt wins the wwc universal heavyweight title'], ['leo burke', '1', 'march 24, 1990', 'caguas, puerto rico', 'defeats carlos colon in a tournament final.'], ['tnt', '2', 'april 25, 1990', 'san juan, puerto rico', 'won the vacant title'], ['action jackson (original tnt)', '1', 'january 26, 1991', 'caguas, puerto rico', 'wins tournament; loses a name match on march 2, 1991 in bayamon, pr'], ['tnt', '3', 'march 30, 1991', 'bayamon, puerto rico', ''], ['king kong', '1', 'april 20, 1991', 'bayamon, puerto rico', ''], ['tnt', '4', 'june 1, 1991', 'bayamon, puerto rico', ''], ['fidel sierra', '1', 'october 19, 1991', 'bayamon, puerto rico', ''], ['tnt', '5', 'october 26, 1991', 'carolina, puerto rico', ''], ['dick murdoch', '1', 'november 23, 1991', 'arroyo, puerto rico', ''], ['invader i', '5', 'december 25, 1991', 'san juan, puerto rico', ''], ['dick murdoch', '2', 'january 6, 1992', 'san juan, puerto rico', 'vacant on january 6, 1993 when murdoch leaves the promotion.'], ['carlos colon', '3', 'june 18, 1994', 'san juan, puerto rico', 'defeated mighty koadiak in a tournament final.'], ['mighty koadiak', '1', '1994', '', ''], ['rex king', '1', '1995', '', ''], ['sean morley', '1', '1995', '', ''], ['ricky santana', '1', '1995', '', ''], ['rex king', '2', '1995', '', ''], ['pulgarcito', '1', 'november 11, 1995', '', ''], ['mighty koadiak', '2', 'november 26, 1995', '', ''], ['sweet brown sugar (skip young)', '1', 'january 6, 1996', 'caguas, puerto rico', ''], ['ricky santana', '2', 'march 23, 1996', 'caguas, puerto rico', ''], ['"jungle" jim steele', '1', 'april 20, 1996', 'caguas, puerto rico', ''], ['el bronco i', '1', 'may 18, 1996', 'caguas, puerto rico', ''], ['sean morley', '2', 'may 30, 1996', 'caguas, puerto rico', 'joins the wwf in 1997, but is still recognized as champion; title becomes vacant on march 3, 1999.'], ['glamour boy shane', '1', 'april 2, 1999', 'guaynabo, puerto rico', 'defeated "jungle" jim steele for vacant title.'], ['mustafa saed', '1', 'august 14, 1999', 'caguas, puerto rico', ''], ['glamour boy shane', '2', 'september 19, 1999', 'guaynabo, puerto rico', ''], ['chicky starr', '1', 'november 13, 1999', 'naguabo, puerto rico', ''], ['glamour boy shane', '3', 'january 6, 2000', 'caguas, puerto rico', ''], ['rex king', '3', 'march 19, 2000', 'cabo rojo, puerto rico', ''], ['chris grant', '1', 'april 21, 2001', 'orocovis, puerto rico', ''], ['alex porteau', '1', 'july 7, 2001', 'carolina, puerto rico', ''], ['chris grant', '2', 'july 21, 2001', 'orocovis, puerto rico', 'wins the title by forfeit'], ['bad boy bradley', '1', 'september 8, 2001', 'bayamón, puerto rico', ''], ['super gladiator', '1', 'october 6, 2001', 'caguas, puerto rico', ''], ['ricky santana', '3', 'march 16, 2002', 'aibonito, puerto rico', ''], ['rico suave', '1', 'april 6, 2002', 'caguas, puerto rico', ''], ['ray gonzalez', '1', 'april 27, 2002', 'san lorenzo, puerto rico', ''], ['carlos colon', '4', 'june 8, 2002', 'toa baja, puerto rico', ''], ['ray gonzalez', '2', 'june 15, 2002', 'caguas, puerto rico', 'vacates title on july 1, 2002 when he leaves the company.'], ['wilfredo alejandro', '1', 'july 6, 2002', 'cayey, puerto rico', 'wins a battle royal for the vacant title.'], ['fidel sierra', '2', 'august 24, 2002', 'coamo, puerto rico', ''], ['chris candido', '1', 'june 6, 2003', 'cayey, puerto rico', ''], ['vengador boricua', '1', 'july 19, 2003', 'carolina, puerto rico', 'title becomes inactive when vengador boricua leaves the company.'], ['superstar romeo', '1', 'february 3, 2007', 'caguas, puerto rico', 'romeo beat barabas jr. to win the reactivated title.'], ['rico suave', '2', 'march 17, 2007', 'bayamon, puerto rico', ''], ['crazy rudy', '1', 'april 28, 2007', 'bayamon, puerto rico', ''], ['ash rubinsky', '1', 'november 24, 2007', 'bayamon, puerto rico', 'wins a 7-man battle royal.'], ['b.j.', '1', 'january 6, 2008', 'choliseo, puerto rico', 'wins the title after winning an 11 man battle royal'], ['hammett', '1', 'march 1, 2008', 'tao baja, puerto rico', ''], ['b.j.', '2', 'march 15, 2008', 'lares, puerto rico', ''], ['chris joel', '1', 'may 10, 2008', 'bayamon, puerto rico', ''], ['vacant', '', '', '', 'chris joel jumps to iwa']]
########################################################################################################################
Sample 1321 - Plan 1: Operation 1: Select rows where 'date_' is after the date when grizzly boone first won the title.
Sample 1321 - Plan 1: Selected indices: [[22, 2], [55, 2], [9, 2], [42, 2], [0, 2], [11, 2], [33, 2], [44, 2], [2, 2], [24, 2], [35, 2], [13, 2], [46, 2], [57, 2], [15, 2], [48, 2], [6, 2], [39, 2], [20, 2], [4, 2], [37, 2], [59, 2], [17, 2], [50, 2], [61, 2], [53, 2], [8, 2], [19, 2], [30, 2], [41, 2], [52, 2], [10, 2], [32, 2], [43, 2], [1, 2], [63, 2], [21, 2], [54, 2], [12, 2], [23, 2], [34, 2], [45, 2], [56, 2], [14, 2], [3, 2], [36, 2], [47, 2], [58, 2], [5, 2], [60, 2], [51, 2], [62, 2], [16, 2], [38, 2], [49, 2], [7, 2], [40, 2], [18, 2], [31, 2], [64, 2]]
Sample 1321 - Plan 1: X-Table after operation df:
                         wrestler_  reigns_               date_  \
0                        ron starr      1.0  september 19, 1986   
Sample 1321 - Plan 1: Table after operation: [['wrestler_', 'reigns_', 'date_', 'place_', 'notes_'], ['ron starr', 1.0, 'september 19, 1986', 'ponce, puerto rico', 'defeated invader i in a tournament final'], ['invader i', 1.0, 'november 5, 1986', 'san juan, puerto rico', ''], ['jason the terrible', 1.0, 'january 17, 1987', 'caguas, puerto rico', ''], ['invader i', 2.0, 'september 18, 1987', 'san juan, puerto rico', ''], ['grizzly boone', 1.0, 'october 24, 1987', 'bayamon, puerto rico', ''], ['invader i', 3.0, 'november 25, 1987', 'san juan, puerto rico', 'held up after a match against super black ninja on january 8, 1988 in san juan, pr'], ['super black ninja', 1.0, 'february 6, 1988', 'guaynabo, puerto rico', ''], ['invader i', 4.0, 'april 2, 1988', 'bayamon, puerto rico', ''], ['ron starr', 2.0, 'june 25, 1988', 'carolina, puerto rico', ''], ['carlos colon', 1.0, 'august 20, 1988', 'bayamon, puerto rico', ''], ['jason the terrible', 2.0, 'january 28, 1989', 'carolina, puerto rico', ''], ['carlos colon', 2.0, 'march 1, 1989', 'carolina, puerto rico', 'vacant on may 22, 1989 after colon was injured by steve strong on may 20, 1989'], ['tnt', 1.0, 'june 17, 1989', 'san juan, puerto rico', 'defeats abudda dein; vacant on february 9, 1990 when tnt wins the wwc universal heavyweight title'], ['leo burke', 1.0, 'march 24, 1990', 'caguas, puerto rico', 'defeats carlos colon in a tournament final.'], ['tnt', 2.0, 'april 25, 1990', 'san juan, puerto rico', 'won the vacant title'], ['action jackson (original tnt)', 1.0, 'january 26, 1991', 'caguas, puerto rico', 'wins tournament; loses a name match on march 2, 1991 in bayamon, pr'], ['tnt', 3.0, 'march 30, 1991', 'bayamon, puerto rico', ''], ['king kong', 1.0, 'april 20, 1991', 'bayamon, puerto rico', ''], ['tnt', 4.0, 'june 1, 1991', 'bayamon, puerto rico', ''], ['fidel sierra', 1.0, 'october 19, 1991', 'bayamon, puerto rico', ''], ['tnt', 5.0, 'october 26, 1991', 'carolina, puerto rico', ''], ['dick murdoch', 1.0, 'november 23, 1991', 'arroyo, puerto rico', ''], ['invader i', 5.0, 'december 25, 1991', 'san juan, puerto rico', ''], ['dick murdoch', 2.0, 'january 6, 1992', 'san juan, puerto rico', 'vacant on january 6, 1993 when murdoch leaves the promotion.'], ['carlos colon', 3.0, 'june 18, 1994', 'san juan, puerto rico', 'defeated mighty koadiak in a tournament final.'], ['pulgarcito', 1.0, 'november 11, 1995', '', ''], ['mighty koadiak', 2.0, 'november 26, 1995', '', ''], ['sweet brown sugar (skip young)', 1.0, 'january 6, 1996', 'caguas, puerto rico', ''], ['ricky santana', 2.0, 'march 23, 1996', 'caguas, puerto rico', ''], ['"jungle" jim steele', 1.0, 'april 20, 1996', 'caguas, puerto rico', ''], ['el bronco i', 1.0, 'may 18, 1996', 'caguas, puerto rico', ''], ['sean morley', 2.0, 'may 30, 1996', 'caguas, puerto rico', 'joins the wwf in 1997, but is still recognized as champion; title becomes vacant on march 3, 1999.'], ['glamour boy shane', 1.0, 'april 2, 1999', 'guaynabo, puerto rico', 'defeated "jungle" jim steele for vacant title.'], ['mustafa saed', 1.0, 'august 14, 1999', 'caguas, puerto rico', ''], ['glamour boy shane', 2.0, 'september 19, 1999', 'guaynabo, puerto rico', ''], ['chicky starr', 1.0, 'november 13, 1999', 'naguabo, puerto rico', ''], ['glamour boy shane', 3.0, 'january 6, 2000', 'caguas, puerto rico', ''], ['rex king', 3.0, 'march 19, 2000', 'cabo rojo, puerto rico', ''], ['chris grant', 1.0, 'april 21, 2001', 'orocovis, puerto rico', ''], ['alex porteau', 1.0, 'july 7, 2001', 'carolina, puerto rico', ''], ['chris grant', 2.0, 'july 21, 2001', 'orocovis, puerto rico', 'wins the title by forfeit'], ['bad boy bradley', 1.0, 'september 8, 2001', 'bayamón, puerto rico', ''], ['super gladiator', 1.0, 'october 6, 2001', 'caguas, puerto rico', ''], ['ricky santana', 3.0, 'march 16, 2002', 'aibonito, puerto rico', ''], ['rico suave', 1.0, 'april 6, 2002', 'caguas, puerto rico', ''], ['ray gonzalez', 1.0, 'april 27, 2002', 'san lorenzo, puerto rico', ''], ['carlos colon', 4.0, 'june 8, 2002', 'toa baja, puerto rico', ''], ['ray gonzalez', 2.0, 'june 15, 2002', 'caguas, puerto rico', 'vacates title on july 1, 2002 when he leaves the company.'], ['wilfredo alejandro', 1.0, 'july 6, 2002', 'cayey, puerto rico', 'wins a battle royal for the vacant title.'], ['fidel sierra', 2.0, 'august 24, 2002', 'coamo, puerto rico', ''], ['chris candido', 1.0, 'june 6, 2003', 'cayey, puerto rico', ''], ['vengador boricua', 1.0, 'july 19, 2003', 'carolina, puerto rico', 'title becomes inactive when vengador boricua leaves the company.'], ['superstar romeo', 1.0, 'february 3, 2007', 'caguas, puerto rico', 'romeo beat barabas jr. to win the reactivated title.'], ['rico suave', 2.0, 'march 17, 2007', 'bayamon, puerto rico', ''], ['crazy rudy', 1.0, 'april 28, 2007', 'bayamon, puerto rico', ''], ['ash rubinsky', 1.0, 'november 24, 2007', 'bayamon, puerto rico', 'wins a 7-man battle royal.'], ['b.j.', 1.0, 'january 6, 2008', 'choliseo, puerto rico', 'wins the title after winning an 11 man battle royal'], ['hammett', 1.0, 'march 1, 2008', 'tao baja, puerto rico', ''], ['b.j.', 2.0, 'march 15, 2008', 'lares, puerto rico', ''], ['chris joel', 1.0, 'may 10, 2008', 'bayamon, puerto rico', '']]
########################################################################################################################
Sample 1321 - Plan 1: Operation 2: Order the table by 'date_' in ascending order.
Sample 1321 - Plan 1: Selected indices: [[22, 2], [55, 2], [9, 2], [42, 2], [11, 2], [44, 2], [33, 2], [0, 2], [2, 2], [13, 2], [35, 2], [24, 2], [46, 2], [57, 2], [26, 2], [48, 2], [15, 2], [6, 2], [39, 2], [4, 2], [37, 2], [59, 2], [17, 2], [50, 2], [28, 2], [8, 2], [52, 2], [30, 2], [19, 2], [41, 2], [10, 2], [32, 2], [43, 2], [1, 2], [21, 2], [54, 2], [23, 2], [45, 2], [56, 2], [12, 2], [34, 2], [14, 2], [36, 2], [47, 2], [58, 2], [3, 2], [5, 2], [27, 2], [29, 2], [51, 2], [31, 2], [25, 2], [16, 2], [38, 2], [49, 2], [7, 2], [40, 2], [18, 2], [20, 2], [53, 2]]
Sample 1321 - Plan 1: X-Table after operation df:
                         wrestler_  reigns_               date_  \
0                        invader i      4.0       april 2, 1988   
1                glamour boy shane      1.0       april 2, 1999   
2                        king kong      1.0      april 20, 1991   
3              "jungle" jim steele      1.0      april 20, 1996   
4                      chris grant      1.0      april 21, 2001   
5                              tnt      2.0      april 25, 1990   
6                     ray gonzalez      1.0      april 27, 2002   
7                       crazy rudy      1.0      april 28, 2007   
8                       rico suave      1.0       april 6, 2002   
9                     mustafa saed      1.0     august 14, 1999   
10                    carlos colon      1.0     august 20, 1988   
11                    fidel sierra      2.0     august 24, 2002   
12                       invader i      5.0   december 25, 1991   
13                 superstar romeo      1.0    february 3, 2007   
14               super black ninja      1.0    february 6, 1988   
15              jason the terrible      1.0    january 17, 1987   
16   action jackson (original tnt)      1.0    january 26, 1991   
17              jason the terrible      2.0    january 28, 1989   
18                    dick murdoch      2.0     january 6, 1992   
19  sweet brown sugar (skip young)      1.0     january 6, 1996   
20               glamour boy shane      3.0     january 6, 2000   
21                            b.j.      1.0     january 6, 2008   
22                vengador boricua      1.0       july 19, 2003   
23                     chris grant      2.0       july 21, 2001   
24              wilfredo alejandro      1.0        july 6, 2002   
25                    alex porteau      1.0        july 7, 2001   
26                             tnt      4.0        june 1, 1991   
27                    ray gonzalez      2.0       june 15, 2002   
28                             tnt      1.0       june 17, 1989   
29                    carlos colon      3.0       june 18, 1994   
30                       ron starr      2.0       june 25, 1988   
31                   chris candido      1.0        june 6, 2003   
32                    carlos colon      4.0        june 8, 2002   
33                    carlos colon      2.0       march 1, 1989   
34                         hammett      1.0       march 1, 2008   
35                            b.j.      2.0      march 15, 2008   
36                   ricky santana      3.0      march 16, 2002   
37                      rico suave      2.0      march 17, 2007   
38                        rex king      3.0      march 19, 2000   
39                   ricky santana      2.0      march 23, 1996   
40                       leo burke      1.0      march 24, 1990   
41                             tnt      3.0      march 30, 1991   
42                      chris joel      1.0        may 10, 2008   
43                     el bronco i      1.0        may 18, 1996   
44                     sean morley      2.0        may 30, 1996   
45                      pulgarcito      1.0   november 11, 1995   
46                    chicky starr      1.0   november 13, 1999   
47                    dick murdoch      1.0   november 23, 1991   
48                    ash rubinsky      1.0   november 24, 2007   
49                       invader i      3.0   november 25, 1987   
50                  mighty koadiak      2.0   november 26, 1995   
51                       invader i      1.0    november 5, 1986   
52                    fidel sierra      1.0    october 19, 1991   
53                   grizzly boone      1.0    october 24, 1987   
54                             tnt      5.0    october 26, 1991   
55                 super gladiator      1.0     october 6, 2001   
56                       invader i      2.0  september 18, 1987   
57                       ron starr      1.0  september 19, 1986   
58               glamour boy shane      2.0  september 19, 1999   
59                 bad boy bradley      1.0   september 8, 2001   

                      place_  \
0       bayamon, puerto rico   
1      guaynabo, puerto rico   
2       bayamon, puerto rico   
3        caguas, puerto rico   
4      orocovis, puerto rico   
5      san juan, puerto rico   
6   san lorenzo, puerto rico   
7       bayamon, puerto rico   
8        caguas, puerto rico   
9        caguas, puerto rico   
10      bayamon, puerto rico   
11        coamo, puerto rico   
12     san juan, puerto rico   
13       caguas, puerto rico   
14     guaynabo, puerto rico   
15       caguas, puerto rico   
16       caguas, puerto rico   
17     carolina, puerto rico   
18     san juan, puerto rico   
19       caguas, puerto rico   
20       caguas, puerto rico   
21     choliseo, puerto rico   
22     carolina, puerto rico   
23     orocovis, puerto rico   
24        cayey, puerto rico   
25     carolina, puerto rico   
26      bayamon, puerto rico   
27       caguas, puerto rico   
28     san juan, puerto rico   
29     san juan, puerto rico   
30     carolina, puerto rico   
31        cayey, puerto rico   
32     toa baja, puerto rico   
33     carolina, puerto rico   
34     tao baja, puerto rico   
35        lares, puerto rico   
36     aibonito, puerto rico   
37      bayamon, puerto rico   
38    cabo rojo, puerto rico   
39       caguas, puerto rico   
40       caguas, puerto rico   
41      bayamon, puerto rico   
42      bayamon, puerto rico   
43       caguas, puerto rico   
44       caguas, puerto rico   
45                             
46      naguabo, puerto rico   
47       arroyo, puerto rico   
48      bayamon, puerto rico   
49     san juan, puerto rico   
50                             
51     san juan, puerto rico   
52      bayamon, puerto rico   
53      bayamon, puerto rico   
54     carolina, puerto rico   
55       caguas, puerto rico   
56     san juan, puerto rico   
57        ponce, puerto rico   
58     guaynabo, puerto rico   
59      bayamón, puerto rico   

                                               notes_  
0                                                      
1      defeated "jungle" jim steele for vacant title.  
2                                                      
3                                                      
4                                                      
5                                won the vacant title  
6                                                      
7                                                      
8                                                      
9                                                      
10                                                     
11                                                     
12                                                     
13  romeo beat barabas jr. to win the reactivated ...  
14                                                     
15                                                     
16  wins tournament; loses a name match on march 2...  
17                                                     
18  vacant on january 6, 1993 when murdoch leaves ...  
19                                                     
20                                                     
21  wins the title after winning an 11 man battle ...  
22  title becomes inactive when vengador boricua l...  
23                          wins the title by forfeit  
24          wins a battle royal for the vacant title.  
25                                                     
26                                                     
27  vacates title on july 1, 2002 when he leaves t...  
28  defeats abudda dein; vacant on february 9, 199...  
29     defeated mighty koadiak in a tournament final.  
30                                                     
31                                                     
32                                                     
33  vacant on may 22, 1989 after colon was injured...  
34                                                     
35                                                     
36                                                     
37                                                     
38                                                     
39                                                     
40        defeats carlos colon in a tournament final.  
41                                                     
42                                                     
43                                                     
44  joins the wwf in 1997, but is still recognized...  
45                                                     
46                                                     
47                                                     
48                         wins a 7-man battle royal.  
49  held up after a match against super black ninj...  
50                                                     
51                                                     
52                                                     
53                                                     
54                                                     
55                                                     
56                                                     
57           defeated invader i in a tournament final  
58                                                     
59                                                     
Sample 1321 - Plan 1: Table after operation: [['wrestler_', 'reigns_', 'date_', 'place_', 'notes_'], ['invader i', 4.0, 'april 2, 1988', 'bayamon, puerto rico', ''], ['glamour boy shane', 1.0, 'april 2, 1999', 'guaynabo, puerto rico', 'defeated "jungle" jim steele for vacant title.'], ['king kong', 1.0, 'april 20, 1991', 'bayamon, puerto rico', ''], ['"jungle" jim steele', 1.0, 'april 20, 1996', 'caguas, puerto rico', ''], ['chris grant', 1.0, 'april 21, 2001', 'orocovis, puerto rico', ''], ['tnt', 2.0, 'april 25, 1990', 'san juan, puerto rico', 'won the vacant title'], ['ray gonzalez', 1.0, 'april 27, 2002', 'san lorenzo, puerto rico', ''], ['crazy rudy', 1.0, 'april 28, 2007', 'bayamon, puerto rico', ''], ['rico suave', 1.0, 'april 6, 2002', 'caguas, puerto rico', ''], ['mustafa saed', 1.0, 'august 14, 1999', 'caguas, puerto rico', ''], ['carlos colon', 1.0, 'august 20, 1988', 'bayamon, puerto rico', ''], ['fidel sierra', 2.0, 'august 24, 2002', 'coamo, puerto rico', ''], ['invader i', 5.0, 'december 25, 1991', 'san juan, puerto rico', ''], ['superstar romeo', 1.0, 'february 3, 2007', 'caguas, puerto rico', 'romeo beat barabas jr. to win the reactivated title.'], ['super black ninja', 1.0, 'february 6, 1988', 'guaynabo, puerto rico', ''], ['jason the terrible', 1.0, 'january 17, 1987', 'caguas, puerto rico', ''], ['action jackson (original tnt)', 1.0, 'january 26, 1991', 'caguas, puerto rico', 'wins tournament; loses a name match on march 2, 1991 in bayamon, pr'], ['jason the terrible', 2.0, 'january 28, 1989', 'carolina, puerto rico', ''], ['dick murdoch', 2.0, 'january 6, 1992', 'san juan, puerto rico', 'vacant on january 6, 1993 when murdoch leaves the promotion.'], ['sweet brown sugar (skip young)', 1.0, 'january 6, 1996', 'caguas, puerto rico', ''], ['glamour boy shane', 3.0, 'january 6, 2000', 'caguas, puerto rico', ''], ['b.j.', 1.0, 'january 6, 2008', 'choliseo, puerto rico', 'wins the title after winning an 11 man battle royal'], ['vengador boricua', 1.0, 'july 19, 2003', 'carolina, puerto rico', 'title becomes inactive when vengador boricua leaves the company.'], ['chris grant', 2.0, 'july 21, 2001', 'orocovis, puerto rico', 'wins the title by forfeit'], ['wilfredo alejandro', 1.0, 'july 6, 2002', 'cayey, puerto rico', 'wins a battle royal for the vacant title.'], ['alex porteau', 1.0, 'july 7, 2001', 'carolina, puerto rico', ''], ['tnt', 4.0, 'june 1, 1991', 'bayamon, puerto rico', ''], ['ray gonzalez', 2.0, 'june 15, 2002', 'caguas, puerto rico', 'vacates title on july 1, 2002 when he leaves the company.'], ['tnt', 1.0, 'june 17, 1989', 'san juan, puerto rico', 'defeats abudda dein; vacant on february 9, 1990 when tnt wins the wwc universal heavyweight title'], ['carlos colon', 3.0, 'june 18, 1994', 'san juan, puerto rico', 'defeated mighty koadiak in a tournament final.'], ['ron starr', 2.0, 'june 25, 1988', 'carolina, puerto rico', ''], ['chris candido', 1.0, 'june 6, 2003', 'cayey, puerto rico', ''], ['carlos colon', 4.0, 'june 8, 2002', 'toa baja, puerto rico', ''], ['carlos colon', 2.0, 'march 1, 1989', 'carolina, puerto rico', 'vacant on may 22, 1989 after colon was injured by steve strong on may 20, 1989'], ['hammett', 1.0, 'march 1, 2008', 'tao baja, puerto rico', ''], ['b.j.', 2.0, 'march 15, 2008', 'lares, puerto rico', ''], ['ricky santana', 3.0, 'march 16, 2002', 'aibonito, puerto rico', ''], ['rico suave', 2.0, 'march 17, 2007', 'bayamon, puerto rico', ''], ['rex king', 3.0, 'march 19, 2000', 'cabo rojo, puerto rico', ''], ['ricky santana', 2.0, 'march 23, 1996', 'caguas, puerto rico', ''], ['leo burke', 1.0, 'march 24, 1990', 'caguas, puerto rico', 'defeats carlos colon in a tournament final.'], ['tnt', 3.0, 'march 30, 1991', 'bayamon, puerto rico', ''], ['chris joel', 1.0, 'may 10, 2008', 'bayamon, puerto rico', ''], ['el bronco i', 1.0, 'may 18, 1996', 'caguas, puerto rico', ''], ['sean morley', 2.0, 'may 30, 1996', 'caguas, puerto rico', 'joins the wwf in 1997, but is still recognized as champion; title becomes vacant on march 3, 1999.'], ['pulgarcito', 1.0, 'november 11, 1995', '', ''], ['chicky starr', 1.0, 'november 13, 1999', 'naguabo, puerto rico', ''], ['dick murdoch', 1.0, 'november 23, 1991', 'arroyo, puerto rico', ''], ['ash rubinsky', 1.0, 'november 24, 2007', 'bayamon, puerto rico', 'wins a 7-man battle royal.'], ['invader i', 3.0, 'november 25, 1987', 'san juan, puerto rico', 'held up after a match against super black ninja on january 8, 1988 in san juan, pr'], ['mighty koadiak', 2.0, 'november 26, 1995', '', ''], ['invader i', 1.0, 'november 5, 1986', 'san juan, puerto rico', ''], ['fidel sierra', 1.0, 'october 19, 1991', 'bayamon, puerto rico', ''], ['grizzly boone', 1.0, 'october 24, 1987', 'bayamon, puerto rico', ''], ['tnt', 5.0, 'october 26, 1991', 'carolina, puerto rico', ''], ['super gladiator', 1.0, 'october 6, 2001', 'caguas, puerto rico', ''], ['invader i', 2.0, 'september 18, 1987', 'san juan, puerto rico', ''], ['ron starr', 1.0, 'september 19, 1986', 'ponce, puerto rico', 'defeated invader i in a tournament final'], ['glamour boy shane', 2.0, 'september 19, 1999', 'guaynabo, puerto rico', ''], ['bad boy bradley', 1.0, 'september 8, 2001', 'bayamón, puerto rico', '']]
########################################################################################################################
Sample 1321 - Plan 1: Operation 3: Select row number 1.
Sample 1321 - Plan 1: Selected indices: []
Sample 1321 - Plan 1: X-Table after operation df:
   wrestler_  reigns_          date_                place_  notes_
0  invader i      4.0  april 2, 1988  bayamon, puerto rico     NaN
Sample 1321 - Plan 1: Table after operation: [['wrestler_', 'reigns_', 'date_', 'place_', 'notes_'], ['invader i', 4.0, 'april 2, 1988', 'bayamon, puerto rico', '']]
########################################################################################################################
Sample 1321 - Plan 1: Operation 4: Select the 'wrestler_' column.
Sample 1321 - Plan 1: Selected indices: []
Sample 1321 - Plan 1: X-Table after operation df:
   wrestler_
0  invader i
Sample 1321 - Plan 1: Table after operation: [['wrestler_'], ['invader i']]
Fall-back: FALSE
Answer from plan 1: [['invader i']]
Groundtruth: ['Invader I']
